,SS siCtrl set 1,SS siCtrl set 2,SS siCtrl set 3,SS siCtrl set 4,SS siChchd10 set 1,SS siChchd10 set 2,SS siChchd10 set 3,SS siChchd10 set 4,AA siCtrl set 1,AA siCtrl set 2,AA siCtrl set 3,AA siCtrl set 4,AA siChchd10 set 1,AA siChchd10 set 2,AA siChchd10 set 3,AA siChchd10 set 4
Gm39470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm52032,0,0,0,0,0,2,5,0,1,0,0,0,3,0,0,0
AF067061,0,5,0,0,10,7,2,12,1,1,1,0,1,5,2,3
Gm46399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20763,0,0,0,2,1,2,1,2,1,0,0,1,0,1,0,1
Gm21818,2,2,0,0,9,13,15,9,1,2,0,0,3,4,8,0
Gm52031,0,1,2,0,7,10,2,11,0,1,2,0,4,2,3,6
Gm20769,0,2,0,0,0,1,0,1,1,1,0,1,0,1,0,0
Gm20767,1,1,0,6,7,8,10,15,1,0,0,0,4,3,6,8
Gm21378,16,23,12,17,14,18,24,16,19,9,8,11,11,9,15,8
Gm31544,2,0,0,4,1,1,0,2,1,1,1,0,1,1,2,3
Gm21188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21370,0,1,2,0,0,0,1,1,0,1,1,1,1,0,0,1
Gm20784,2,5,3,5,6,3,4,3,3,2,5,1,4,2,3,8
B020031M17Rik,3,4,1,0,9,2,1,7,0,0,1,0,4,6,3,6
Gm21181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21761,2,4,2,1,4,5,5,11,2,1,0,0,5,4,1,4
Tcstv1,1,1,2,1,4,6,7,6,1,0,0,1,13,7,5,7
Gm21358,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0
D13Ertd608e,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0
AF067063,0,2,0,0,1,3,1,4,0,0,1,0,1,0,2,1
Gm46390,36,48,52,52,27,27,30,42,19,18,18,14,30,24,18,32
Zfp131,2175,2796,2771,2221,1949,2194,2409,1953,3016,2909,2846,2851,2444,2562,2048,4038
Gm41077,123,239,252,130,169,192,172,109,199,185,207,179,175,112,109,226
Gm52026,8,2,2,0,1,0,1,0,1,3,2,1,0,0,0,2
Nim1k,105,192,141,142,111,139,123,99,137,98,104,93,87,93,87,143
Hmgcs1,13869,15489,16579,14628,18431,18379,17523,15872,18834,17068,17688,15746,16540,16563,15289,24552
1700074H08Rik,2,3,1,1,0,2,1,0,3,4,0,1,5,1,0,4
Ccl28,24,18,11,19,22,29,14,18,37,37,45,36,34,16,15,39
Tmem267,655,652,736,705,659,721,707,711,695,698,674,636,740,741,701,1108
3110070M22Rik,11,17,21,9,9,12,10,11,14,9,8,5,14,25,18,24
4833420G17Rik,1560,2246,2085,1691,1858,2058,1992,1873,2633,2671,2644,2566,2211,2253,2031,3573
Paip1,5607,6881,6736,6405,5858,6532,6779,5976,7223,6892,6735,6527,7254,7938,6603,10894
Nnt,3343,3896,4026,3836,4422,4795,4705,4614,5039,4825,4608,4425,7173,7953,7148,10714
Fgf10,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Gm16263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm10732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm9098,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrps30,2065,2596,2600,2417,2077,2180,2496,2504,2160,1906,1958,1863,2180,2426,2150,3427
Gm9633,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933413L06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Hcn1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0
Gm5200,27,50,18,30,35,24,35,15,15,23,6,19,11,11,13,18
Gm6421,88,73,94,77,75,78,100,85,80,60,99,81,65,121,82,149
Gm35144,2,6,3,5,4,6,5,2,2,6,6,0,6,6,4,7
Emb,49,91,83,79,58,72,66,66,14,3,13,10,14,9,4,14
Gm18945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parp8,324,393,420,361,380,370,416,359,536,483,418,520,545,609,507,880
4930435F18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isl1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
Rpl34-ps2,3,2,3,3,1,2,0,3,3,4,4,2,0,3,1,6
Gm6035,5,7,4,3,4,2,0,3,1,3,3,4,0,8,0,3
Gm18759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Gm41075,0,0,1,1,3,0,4,0,10,9,10,11,12,30,8,22
Pelo,802,948,1021,973,961,996,1001,968,1161,1077,1011,983,1234,1413,1242,1859
Itga1,646,689,830,660,1162,1185,978,884,7573,8510,7923,7686,7169,7164,6411,10603
Gm34845,29,79,83,27,57,77,43,45,62,92,89,73,44,48,64,90
Itga2,16160,23032,21649,18688,21429,23237,24348,22114,21633,22936,21971,22530,22664,23197,19992,33228
Mocs2,810,1027,970,899,873,863,1016,926,1062,1045,1031,1053,961,1025,904,1602
Gm34790,1,0,0,2,0,0,2,1,2,0,0,1,3,7,1,4
4930544M13Rik,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm41074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fst,14,8,11,10,9,0,4,4,1,1,0,0,1,0,0,0
Ndufs4,1540,2088,1787,1770,1726,1776,1975,1890,2251,1848,1947,1835,2470,2687,2392,4108
Gm41072,0,0,0,0,0,1,1,0,6,3,1,0,0,0,0,3
A430090L17Rik,0,8,2,1,0,2,2,2,3,4,1,0,3,1,0,3
Arl15,532,720,645,603,474,501,564,512,925,910,881,922,802,677,610,1133
Gm6343,0,2,0,0,0,1,0,0,2,0,0,0,0,1,1,0
Gm31276,1,3,0,1,1,3,4,0,1,1,0,0,1,1,1,3
Hspb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snx18,2572,3017,3036,2752,2786,3072,3168,2840,3821,3891,3689,3696,3943,4290,3758,5862
Gm34528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gm34471,2,0,0,1,2,2,1,2,0,0,3,2,0,0,0,0
Gm31191,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
4921509O07Rik,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,4
Gm41071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm41070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cspg4b,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0
Esm1,0,2,0,3,2,0,1,0,2,0,6,0,0,0,0,0
Gm41069,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Gzmk,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1700084D21Rik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Gpx8,952,1466,1255,1281,489,443,640,595,121,47,55,41,15,23,11,38
Mir449b,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cdc20b,1,2,1,1,5,2,2,5,5,1,0,0,0,1,0,1
Mcidas,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ccno,2,7,7,6,3,4,7,0,0,0,0,1,0,0,1,1
Gm8795,0,5,2,1,0,1,2,0,2,2,1,4,0,0,2,7
Dhx29,1875,2050,2261,2132,1829,1899,2113,1985,2245,2097,2040,2060,2563,2597,2318,3657
Mtrex,6248,7429,7350,6737,5761,6230,6859,5949,6754,6305,6214,6002,6757,7382,6350,10449
Plpp1,483,569,590,556,457,461,469,446,487,458,436,387,455,448,375,683
Gm41067,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Gm18883,0,3,4,0,0,1,1,0,2,2,1,0,0,0,2,0
Gm52034,13,30,25,10,27,21,18,12,38,16,32,30,31,3,26,48
Slc38a9,389,518,489,323,414,492,440,408,867,820,811,846,741,658,613,1102
Ddx4,15,12,17,10,11,15,13,13,22,22,13,30,20,21,11,32
Gm3226,37,36,45,48,42,37,45,46,20,22,29,14,26,22,28,33
Il31ra,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Il6st,4166,4658,5044,4574,4887,5138,4932,4928,4827,4771,4527,4148,5101,5369,4748,7359
Gm33905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm41065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd55,3,5,5,1,1,1,0,0,1,0,0,0,0,1,0,2
Gm33849,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0
Gm41063,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
Gm41062,14,23,14,19,32,36,28,19,3,5,4,5,2,0,2,5
Gm41061,3,3,4,2,0,2,3,0,1,0,0,0,0,0,0,0
Gm15323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15322,1,6,2,4,3,5,1,2,2,4,1,0,0,0,3,1
Ncf2-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm41060,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Gm15327,8,6,3,6,10,12,15,11,28,23,24,23,19,7,14,31
Map3k1,2949,3846,3815,3178,3251,3362,2998,2828,5684,6070,5457,5290,3784,3571,3246,5781
Gm15488,4,8,3,4,2,5,4,4,1,1,1,0,0,2,5,1
Mier3,899,1263,1231,930,999,1041,1123,1024,1415,1401,1326,1330,1438,1337,1265,2102
Gm15286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Gpbp1,5592,7120,6871,6162,5755,6217,6707,5659,6630,5852,5828,5786,6658,6633,5143,9426
Gm15285,2,4,4,3,3,1,0,2,1,2,4,3,2,3,4,2
Actbl2,0,1,3,1,0,1,3,0,0,0,0,0,0,0,0,0
3110015C05Rik,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
Gm18315,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
Gm38397,5,5,4,0,1,2,5,2,1,0,0,0,0,0,0,1
4930526H09Rik,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
Gm30839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm33172,1,0,1,2,2,3,2,1,0,0,0,0,0,0,0,0
Gm41059,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Gm33045,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm32990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Plk2,4011,5217,4321,4471,4615,4744,5579,5316,1276,1020,1037,1116,783,907,764,1084
Gm41058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gapt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
Gm5455,9,16,13,4,13,12,17,12,12,7,2,12,10,8,11,12
Gm41057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rab3c,30,22,37,26,39,39,47,30,14,0,2,3,31,18,17,30
Gm32881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir1904,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Gm32703,1,10,2,3,7,5,10,3,8,8,17,11,24,19,25,30
Gm18923,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,4
Gm52083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps3a3,55,58,53,48,44,44,56,47,62,51,74,57,46,53,56,77
Pde4d,965,1325,1321,1185,1240,1366,1305,1274,1809,1993,1785,1743,1937,1851,1795,2788
Gm27572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32450,5,9,8,0,8,15,5,11,17,16,13,13,13,11,11,37
Gm41056,12,35,27,16,18,24,17,17,27,26,14,19,14,11,16,33
Depdc1b,1296,1544,1649,1484,1473,1633,1775,1645,1079,989,979,929,1030,1079,935,1617
Gm8990,15,21,29,13,18,15,17,20,10,7,3,10,6,12,12,6
Gm30747,0,1,3,0,0,1,0,0,0,1,3,4,1,0,0,0
Gm32376,4,5,4,0,4,4,5,1,1,1,2,2,2,3,2,2
Elovl7,3200,4183,3829,3539,4452,4669,4682,4277,3831,3976,3922,3696,4503,5000,4172,6750
Ercc8,288,352,363,309,285,278,310,285,420,438,416,371,343,391,346,640
Gm52057,3,7,9,3,2,11,9,5,9,0,4,1,9,5,5,8
Ndufaf2,824,939,863,930,737,742,925,921,1029,906,846,803,1128,1257,1163,2023
Smim15,3237,4009,3893,3508,4075,4568,4763,4237,7155,7062,6849,7006,7420,7528,6059,11059
Gm41055,9,9,15,7,17,14,8,8,9,8,16,12,18,19,13,34
B230220B15Rik,5,5,7,4,7,5,4,3,4,3,5,5,4,3,9,20
Gm41054,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm38557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm41053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zswim6,978,1364,1267,1143,1273,1325,1329,1222,1682,1722,1774,1622,1508,1610,1402,2467
1700006H21Rik,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0
Gm32186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32090,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Gm31920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm31803,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0
AI197445,8,10,9,5,13,9,10,14,0,0,0,1,0,3,1,3
Apoo-ps,11,10,8,10,8,6,4,10,16,14,9,9,13,9,22,14
Gm2726,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Gm31715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm41051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm31452,29,20,24,18,31,33,34,23,2,1,1,0,7,4,11,10
3830408C21Rik,71,81,63,77,77,73,96,43,120,132,83,122,111,90,103,144
Kif2a,3511,4350,4169,3782,3466,3828,4011,3733,4436,4426,4273,4273,3874,4089,3754,5947
Dimt1,1153,1525,1334,1265,1094,1136,1330,1246,1479,1397,1345,1342,1154,1062,1076,1868
Gm30411,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm7054,4,1,2,4,2,1,1,4,1,4,3,1,4,1,0,3
Gm31130,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
Gm41049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm25631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm52064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rnf180,100,162,157,154,170,160,140,171,3,4,2,3,3,4,0,9
Nt5el,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rgs7bp,4,1,0,3,2,2,0,1,0,0,0,0,0,0,0,0
Gm4938,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2
Gm41048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shisal2b,0,0,1,1,0,0,0,0,92,108,99,91,35,53,32,60
Srek1ip1,699,797,799,679,812,804,913,813,1034,1055,920,898,1063,1157,1015,1753
Cwc27,1029,1285,1206,1107,1045,1104,1108,1115,977,899,922,879,941,1022,845,1532
Gm8680,18,39,14,24,26,23,28,20,25,26,16,17,13,19,18,28
Adamts6,380,732,557,449,354,384,422,354,414,403,431,429,295,235,230,442
Cenpk,624,715,721,718,606,588,710,625,996,827,903,911,940,978,834,1565
Ppwd1,1292,1670,1540,1427,1421,1553,1697,1414,1573,1563,1422,1482,1456,1651,1240,2423
Trim23,1421,1810,1704,1403,1450,1581,1713,1390,1761,1718,1671,1638,1785,1824,1405,2631
Shld3,106,135,116,105,102,98,129,100,160,190,156,167,107,131,97,188
Trappc13,2235,2577,2572,2292,2232,2404,2688,2478,2898,2598,2705,2612,2878,3074,2625,4603
Sgtb,461,726,560,531,432,411,414,397,441,445,490,472,283,279,299,455
Gm30967,59,88,104,50,92,94,97,89,89,83,102,70,142,119,123,190
Nln,3564,4069,4078,3807,3165,3369,3748,3376,2851,2532,2673,2497,2267,2475,2229,3605
D130037M23Rik,412,561,589,529,572,582,527,448,566,621,523,463,569,590,467,784
Erbin,11605,15177,15350,12491,12921,14877,14543,12199,16477,16880,15818,16172,17010,16866,13395,22901
Gm52054,6,9,7,1,4,5,6,3,8,10,6,6,17,16,12,29
Srek1,3066,4375,3980,3284,3435,3946,3728,3403,4738,4338,4185,4349,3889,3619,3240,6391
Gm6080,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Gm24870,2,1,2,0,1,5,1,0,1,5,0,1,2,1,7,6
Gm30551,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
Gm46398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm41047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm16416,1,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0
Gm5454,2,1,1,2,1,4,3,1,0,1,0,0,3,2,3,0
Gm6211,1,4,2,3,4,3,4,1,1,6,0,2,3,4,1,3
Gm30050,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm30106,2,4,3,0,5,1,2,2,0,1,1,2,0,2,2,7
Gm17160,1,1,3,3,0,1,1,3,3,12,9,5,4,4,3,3
1700099I09Rik,0,4,3,0,0,0,4,2,2,0,1,7,1,3,0,2
Mast4,2237,2893,3004,2660,2531,2896,2568,2583,3645,4073,3671,3773,4075,4095,3491,5639
Cd180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm41046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm41045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm36703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pik3r1,1699,2048,2262,1883,1916,2151,2017,1814,2039,1876,1687,1767,2085,2137,1853,3051
Gm36553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm41043,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Gm36475,0,3,1,5,4,4,5,6,3,3,5,11,4,10,15,16
LOC105245613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2534,3,1,1,5,1,2,6,2,0,1,1,3,1,3,4,4
4933416M06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5930438M14Rik,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm36427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmgb1-ps9,8,12,12,15,10,1,18,14,15,13,19,13,10,22,17,26
Gm6114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm41042,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm10257,12,16,25,15,20,15,27,12,15,25,15,18,17,18,24,30
Gm41041,4,9,4,5,6,2,6,6,11,0,7,4,4,4,3,8
Gm41040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc30a5,3303,3809,4062,3567,3360,3726,4000,3746,4569,4301,4227,4058,4734,4865,4569,7607
Ccnb1,7213,8055,8383,7970,7254,7803,8885,8380,8538,8041,7918,7524,7196,7764,7059,11691
Cenph,893,1186,1146,963,963,1000,1019,1012,1150,1057,970,1007,923,993,837,1608
Mrps36,740,861,827,833,709,771,793,816,844,802,852,710,742,864,824,1293
Cdk7,1816,2111,2061,2031,1915,1957,2081,1972,2449,2310,2349,2262,2661,2737,2429,4127
Ccdc125,524,617,638,623,820,868,802,719,1555,1628,1458,1518,2294,2610,2161,3647
Taf9,2377,2790,2536,2498,2195,2555,2880,2551,2689,2285,2224,2200,2400,2882,2424,3858
Ak6,1212,1370,1387,1301,1113,1228,1469,1286,1121,950,953,904,1122,1236,1088,2014
Rad17,1592,1806,1805,1689,1567,1751,1836,1726,2174,1975,2065,1982,2195,2340,1932,3447
Gm24261,5,3,3,1,1,2,2,2,0,0,0,0,2,0,0,0
Marveld2,775,938,993,927,1326,1356,1400,1237,65,13,1,5,8,5,8,20
Gm8847,0,0,0,1,4,0,1,1,1,0,0,2,0,1,1,1
LOC115488221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Ocln,1171,1456,1344,1271,1845,1908,1837,1836,2234,2201,2098,1810,2351,2333,2269,3525
Gtf2h2,1320,1557,1619,1459,1350,1515,1540,1463,1758,1703,1531,1482,1642,1702,1568,2623
Rpl31-ps13,3,2,3,4,0,1,1,1,3,0,3,2,1,1,1,0
Naip1,5,9,6,2,37,31,31,43,0,0,0,0,6,0,0,4
Gm18601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Naip3,0,3,3,0,2,2,0,5,2,1,0,1,1,0,0,5
Naip6,58,55,72,27,60,56,50,59,104,96,105,96,99,57,95,157
Naip3-ps1,2,0,3,0,0,2,0,3,3,3,7,1,2,1,3,3
Mccc2,1348,1689,1581,1577,1515,1617,1681,1419,1988,1825,1829,1719,2367,2531,2366,3636
Gm41039,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Cartpt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm26559,39,61,56,59,54,51,46,66,50,39,34,39,59,70,54,92
Map1b,10140,13568,13484,12361,10577,11200,11964,11087,9393,9361,8549,8738,6589,6788,6248,9599
6430562O15Rik,2,5,6,3,3,4,3,2,3,5,6,8,12,15,11,11
Mrps27,1345,1502,1556,1411,1245,1337,1404,1367,1570,1351,1387,1150,1635,1901,1714,2628
Ptcd2,1545,1891,1823,1771,1605,1626,1720,1627,1563,1420,1506,1393,1517,1610,1377,2370
Zfp366,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm41036,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Gm45938,1,2,3,0,4,2,0,5,9,5,7,3,4,6,3,3
Gm807,18,26,22,32,27,34,20,17,5,13,8,2,9,4,4,7
Gm52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310020H05Rik,0,1,0,2,0,0,0,0,0,0,0,1,2,0,3,0
Gm35493,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Gm35279,11,7,13,23,18,20,22,13,3,7,4,4,0,0,2,3
H2bl1,0,0,3,2,1,0,0,0,0,0,2,2,0,0,0,0
Gm47052,1,8,2,8,17,15,11,9,12,3,6,5,4,4,5,2
Gm35215,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
Gm52051,27,18,23,16,14,23,19,15,14,29,11,12,16,9,22,15
Rpl27a-ps4,12,22,11,13,7,14,12,7,14,9,11,16,5,10,9,5
Tnpo1,15116,18646,19259,16603,16089,18652,18797,17891,16626,16333,15098,15121,16824,17798,15495,25438
Gm18134,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm34995,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
Fcho2,4059,5978,5628,4408,5363,6003,5760,5142,4991,4647,4523,4623,5228,5118,4241,7390
Gm9465,11,11,17,6,18,21,16,14,13,6,2,16,32,21,36,43
Tmem171,1697,2644,2046,2101,1971,2031,2333,2235,2347,2388,2359,2275,2458,2730,2644,4006
Tmem174,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
Gm4815,3,4,3,5,4,3,10,5,3,3,0,2,2,4,0,4
Gm41033,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3
Gm41032,256,408,344,356,463,423,488,444,48,31,31,24,29,40,34,42
Gm10320,5,4,6,8,5,5,8,8,6,7,3,4,10,5,7,16
Gm52050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm46437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310005E17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Gm2445,8,6,6,10,4,4,5,11,11,5,6,6,6,4,4,4
Foxd1,77,83,76,74,77,90,82,85,55,52,60,47,59,68,47,102
Gm9828,26,35,42,44,30,46,34,22,53,45,55,31,40,64,59,90
Btf3,14610,16505,14923,15503,13803,14171,16417,15003,16666,15464,15706,14747,14758,17528,16026,25366
Gm21976,7,6,0,1,2,7,3,8,4,8,2,1,1,7,1,3
Ankra2,1055,1407,1241,1172,1055,1119,1175,1094,1117,1115,1069,929,924,955,901,1547
Utp15,2557,2897,3030,2676,2377,2664,2882,2683,3042,2821,2835,2831,2944,2989,2682,4618
Gm34469,1,1,1,0,3,0,0,0,0,0,1,0,0,0,0,2
LOC115488224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgef28,2336,3401,3035,2739,3392,3398,3375,3018,2887,3104,2908,2669,2986,3083,2677,4057
Gm34388,1,2,1,4,0,8,3,4,6,0,1,3,2,3,0,6
Gm41031,7,4,5,5,9,7,7,7,0,0,0,0,1,0,0,0
Rps18-ps4,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,2
5330416C01Rik,1,0,1,2,3,2,6,2,1,0,0,0,0,0,2,3
Gm34087,0,2,1,0,0,0,0,0,2,1,0,1,4,4,0,11
Gm5086,0,1,3,0,8,12,6,5,12,17,5,9,32,41,26,38
Gm41029,6,1,1,0,7,6,1,2,6,9,3,4,14,14,10,11
Gm41030,5,9,6,3,18,19,11,10,39,44,39,36,107,49,54,79
Gm8756,31,23,31,27,18,21,23,31,9,5,3,1,2,2,2,3
Lncenc1,7240,9702,9147,7910,8408,9224,9270,8949,588,64,9,6,19,37,14,27
Gm33447,0,0,0,1,0,1,0,1,1,0,0,1,1,3,0,3
Gm33390,1,1,6,0,2,2,3,1,7,4,1,3,4,2,6,3
Enc1,4054,5184,5190,4584,4469,4457,4330,4179,7023,7756,7112,7296,8490,8715,7531,11552
Hexb,1173,1612,1447,1397,1200,1196,1232,1145,891,858,834,764,793,843,798,1237
Gfm2,1972,2347,2504,2178,2298,2447,2561,2353,3420,3098,3356,3034,3616,3909,3446,5520
Nsa2,5552,6692,6073,6242,5837,5956,6550,6254,6355,5899,5904,5566,5446,6294,5647,9817
Gm6169,35,37,25,38,29,29,40,29,21,18,22,14,24,34,17,26
Fam169a,33,50,38,54,64,34,38,29,26,10,23,7,16,23,9,15
1700029F12Rik,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
Gm41028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm41027,2,4,0,2,5,3,1,3,0,1,1,0,0,1,3,0
Gcnt4,1051,1413,1369,1233,1073,1239,1109,961,2470,2466,2559,2535,1514,1502,1432,2305
Ankrd31,1,0,1,0,0,2,1,0,2,0,0,0,3,0,0,1
Gm33171,1,2,1,1,9,8,0,5,17,8,11,14,20,16,8,22
Hmgcr,9842,12113,12619,11040,13104,13518,13110,12257,16423,15185,15383,13788,13237,12558,11914,18788
Gm46436,19,40,25,12,16,36,16,31,24,36,30,36,30,24,10,30
Cert1,2893,3527,3446,3021,3447,3810,3626,3399,3611,3496,3382,3230,3690,4103,3421,5576
Polk,1419,2171,1883,1489,1830,1913,1898,1645,2806,2740,2767,2643,2013,2169,1990,3348
Ankdd1b,0,1,1,3,1,5,1,1,4,5,8,0,8,10,5,5
